execution_date,video_id,channel_id,video_age_days,content_format,short_term_eligible,mid_term_eligible,long_term_eligible,evergreen_eligible,trend_burst_eligible,metadata_lift_eligible,channel_baseline_eligible,confidence_reason
2026-05-22T12:02:39.617608+00:00,aEqsCOxrQ3Y,UCqynl7rdtktKMQESdSBmE-g,6.64172,shorts,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,k0Iwvdbowmg,UCaY_-ksFSQtTGk0y1HA_3YQ,3.794,videos,False,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,pz6a4CiI81E,UCupvZG-5ko_eiXAupbDfxWw,1.020077,videos,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,-bpfGqAwFlw,UCDPM_n1atn2ijUwHd0NNRQw,8.288398,videos,False,True,False,False,False,False,False,insufficient_channel_baseline
2026-05-22T12:02:39.617608+00:00,MN_u8Jv807U,UCGmnsW623G1r-Chmo5RB4Yw,5.834868,videos,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,MeTbv6Wqfgg,UC7_YxT-KID8kRbqZo7MyscQ,6.603479,videos,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,W-gw2YkciAw,UCLe_q9axMaeTbjN0hy1Z9xA,1.876118,videos,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,f8Q_7IaMJ2Y,UCJ5v_MCY6GNUBTO8-D3XoAg,3.359405,videos,False,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,e3Td8oVfhjs,UCQznUf1SjfDqx65hX3zRDiA,6.500922,videos,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,eNOoxr_BZsQ,UCJ5v_MCY6GNUBTO8-D3XoAg,3.481419,shorts,False,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,sYWD68Tve2M,UCQznUf1SjfDqx65hX3zRDiA,7.181512,videos,False,True,False,False,False,False,True,ok
2026-05-22T12:02:39.617608+00:00,fdMHiRPSeoY,UCpcTrCXblq78GZrTUTLWeBw,0.886813,videos,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,_JgHLBkWPS0,UCUe6ZpY6TJ0no8jI4l2iLxw,1.91782,videos,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,WZ1AGTxFHgU,UC55-mxUj5Nj3niXFReG44OQ,9.432114,shorts,False,True,False,False,False,False,True,ok
2026-05-22T12:02:39.617608+00:00,gNAwoonPRlM,UCbCmjCuTUZos6Inko4u57UQ,4.001037,shorts,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,3UW3HIfih5Y,UCK1i2UviaXLUNrZlAFpw_jA,5.876801,shorts,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,Bz024pUMuFE,UC-cnbLlplnXA4oc7rR21qzg,1.682611,videos,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,7eZZYdK2VW0,UCq-Fj5jknLsUf-MWSy4_brA,6.2726,videos,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,oZteZj3IPCs,UCUyDOdBWhC1MCxEjC46d-zw,12.876419,videos,False,True,False,False,False,False,True,ok
